Date,Product Name,Product Category,Price (USD),Quantity Sold,Total Sales (USD),Daily Total Sales (USD)
2019-12-21,Sunflower seeds,Seeds,14.98,30,449.4,3888.32
2019-12-21,Harrows,Farming Tools,27.68,75,2076.0,3888.32
2019-12-22,Triple superphosphate,Fertilizers,47.22,35,1652.7,8381.74
2019-12-22,Imidacloprid,Pesticides,41.58,73,3035.34,8381.74
2019-12-22,Cucumber seeds,Seeds,45.16,39,1761.24,8381.74
2019-12-22,Hoe,Farming Tools,42.01,46,1932.46,8381.74
2019-12-23,Calcium ammonium nitrate,Fertilizers,38.13,49,1868.37,5155.05
2019-12-23,Pyrethroids,Pesticides,24.51,43,1053.93,5155.05
2019-12-23,Wheat seeds,Seeds,14.97,99,1482.03,5155.05
2019-12-23,Garden fork,Farming Tools,10.88,69,750.72,5155.05
2019-12-24,Potassium nitrate,Fertilizers,11.81,99,1169.19,5363.22
2019-12-24,Malathion,Pesticides,30.3,92,2787.6,5363.22
2019-12-24,Corn seeds,Seeds,7.16,30,214.8,5363.22
2019-12-24,Wheelbarrow,Farming Tools,36.11,33,1191.63,5363.22
2019-12-25,Potassium chloride,Fertilizers,7.19,14,100.66,4438.84
2019-12-25,Carbaryl (Sevin),Pesticides,32.02,47,1504.94,4438.84
2019-12-25,Wheat seeds,Seeds,12.01,65,780.65,4438.84
2019-12-25,Scythe,Farming Tools,24.73,83,2052.59,4438.84
2019-12-26,Diammonium phosphate,Fertilizers,19.18,71,1361.78,5081.34
2019-12-26,Neonicotinoids,Pesticides,20.54,44,903.76,5081.34
2019-12-26,Pea seeds,Seeds,31.46,67,2107.82,5081.34
2019-12-26,Garden fork,Farming Tools,27.23,26,707.98,5081.34
2019-12-27,Triple superphosphate,Fertilizers,7.61,27,205.47,5291.13
2019-12-27,Chlorpyrifos,Pesticides,24.72,34,840.48,5291.13
2019-12-27,Rice seeds,Seeds,48.87,75,3665.25,5291.13
2019-12-27,Hand weeder,Farming Tools,44.61,13,579.93,5291.13
2019-12-28,Superphosphate,Fertilizers,26.36,12,316.32,3948.25
2019-12-28,Permethrin,Pesticides,39.13,45,1760.85,3948.25
2019-12-28,Soybean seeds,Seeds,14.64,91,1332.24,3948.25
2019-12-28,Machete,Farming Tools,7.09,76,538.84,3948.25
2019-12-29,Potassium nitrate,Fertilizers,43.92,10,439.2,5046.4800000000005
2019-12-29,Permethrin,Pesticides,23.99,18,431.82,5046.4800000000005
2019-12-29,Wheat seeds,Seeds,43.71,78,3409.38,5046.4800000000005
2019-12-29,Hand cultivator,Farming Tools,40.32,19,766.08,5046.4800000000005
2019-12-30,Potassium chloride,Fertilizers,14.87,14,208.18,5853.47
2019-12-30,DDT,Pesticides,10.88,77,837.76,5853.47
2019-12-30,Lettuce seeds,Seeds,46.89,97,4548.33,5853.47
2019-12-30,Spade,Farming Tools,16.2,16,259.2,5853.47
2019-12-31,Urea,Fertilizers,5.95,45,267.75,3929.33
2019-12-31,Carbaryl (Sevin),Pesticides,20.87,88,1836.56,3929.33
2019-12-31,Wheat seeds,Seeds,21.59,78,1684.02,3929.33
2019-12-31,Trowel,Farming Tools,14.1,10,141.0,3929.33
2020-01-01,Ammonium sulfate,Fertilizers,34.84,85,2961.4,4786.0
2020-01-01,Neonicotinoids,Pesticides,21.0,63,1323.0,4786.0
2020-01-01,Lettuce seeds,Seeds,8.68,40,347.2,4786.0
2020-01-01,Tractors,Farming Tools,7.72,20,154.4,4786.0
2020-01-02,Triple superphosphate,Fertilizers,38.32,64,2452.48,7528.700000000001
2020-01-02,Atrazine,Pesticides,36.28,67,2430.76,7528.700000000001
2020-01-02,Sunflower seeds,Seeds,49.14,27,1326.78,7528.700000000001
2020-01-02,Hand cultivator,Farming Tools,24.42,54,1318.68,7528.700000000001
2020-01-03,Ammonium sulfate,Fertilizers,6.56,21,137.76,4141.030000000001
2020-01-03,Chlorpyrifos,Pesticides,27.49,99,2721.51,4141.030000000001
2020-01-03,Lettuce seeds,Seeds,17.02,17,289.34,4141.030000000001
2020-01-03,Fork,Farming Tools,45.11,22,992.42,4141.030000000001
2020-01-04,Ammonium sulfate,Fertilizers,32.78,67,2196.26,5976.89
2020-01-04,Imidacloprid,Pesticides,22.85,84,1919.4,5976.89
2020-01-04,Soybean seeds,Seeds,18.27,25,456.75,5976.89
2020-01-04,Tractors,Farming Tools,21.28,66,1404.48,5976.89
2020-01-05,Calcium ammonium nitrate,Fertilizers,14.64,68,995.52,4579.79
2020-01-05,Malathion,Pesticides,31.24,35,1093.4,4579.79
2020-01-05,Wheat seeds,Seeds,15.9,94,1494.6,4579.79
2020-01-05,Hand cultivator,Farming Tools,30.19,33,996.27,4579.79
2020-01-06,Superphosphate,Fertilizers,42.4,53,2247.2,7149.72
2020-01-06,Carbaryl (Sevin),Pesticides,11.08,11,121.88,7149.72
2020-01-06,Cucumber seeds,Seeds,12.46,53,660.38,7149.72
2020-01-06,Cultivators,Farming Tools,47.91,86,4120.26,7149.72
2020-01-07,Superphosphate,Fertilizers,30.69,27,828.63,6688.91
2020-01-07,Neonicotinoids,Pesticides,5.57,90,501.3,6688.91
2020-01-07,Corn seeds,Seeds,46.79,50,2339.5,6688.91
2020-01-07,Tractors,Farming Tools,39.73,76,3019.48,6688.91
2020-01-08,Triple superphosphate,Fertilizers,41.52,55,2283.6,9156.970000000001
2020-01-08,Imidacloprid,Pesticides,27.72,37,1025.64,9156.970000000001
2020-01-08,Cucumber seeds,Seeds,27.1,61,1653.1,9156.970000000001
2020-01-08,Machete,Farming Tools,42.37,99,4194.63,9156.970000000001
2020-01-09,Potassium chloride,Fertilizers,22.75,20,455.0,2218.95
2020-01-09,Glyphosate (Roundup),Pesticides,24.28,39,946.92,2218.95
2020-01-09,Soybean seeds,Seeds,6.39,17,108.63,2218.95
2020-01-09,Wheelbarrow,Farming Tools,9.2,77,708.4,2218.95
2020-01-10,Superphosphate,Fertilizers,15.48,43,665.64,5478.36
2020-01-10,Carbaryl (Sevin),Pesticides,39.95,45,1797.75,5478.36
2020-01-10,Pea seeds,Seeds,13.91,22,306.02,5478.36
2020-01-10,Pruning shears,Farming Tools,31.87,85,2708.95,5478.36
2020-01-11,Superphosphate,Fertilizers,13.55,32,433.6,3076.56
2020-01-11,Permethrin,Pesticides,29.52,71,2095.92,3076.56
2020-01-11,Tomato seeds,Seeds,5.71,32,182.72,3076.56
2020-01-11,Wheelbarrow,Farming Tools,22.77,16,364.32,3076.56
2020-01-12,Calcium ammonium nitrate,Fertilizers,20.86,45,938.7,5416.9
2020-01-12,Malathion,Pesticides,25.18,86,2165.48,5416.9
2020-01-12,Pea seeds,Seeds,29.0,41,1189.0,5416.9
2020-01-12,Hand cultivator,Farming Tools,21.61,52,1123.72,5416.9
2020-01-13,Potassium chloride,Fertilizers,15.04,19,285.76,6965.8
2020-01-13,Neonicotinoids,Pesticides,34.74,97,3369.78,6965.8
2020-01-13,Lettuce seeds,Seeds,35.09,39,1368.51,6965.8
2020-01-13,Spade,Farming Tools,43.15,45,1941.75,6965.8
2020-01-14,Potassium nitrate,Fertilizers,31.16,82,2555.12,5461.27
2020-01-14,Glyphosate (Roundup),Pesticides,23.17,24,556.08,5461.27
2020-01-14,Soybean seeds,Seeds,38.01,41,1558.41,5461.27
2020-01-14,Hoe,Farming Tools,17.21,46,791.66,5461.27
2020-01-15,Potassium sulfate,Fertilizers,25.71,80,2056.8,9438.96
2020-01-15,Imidacloprid,Pesticides,26.81,78,2091.18,9438.96
2020-01-15,Sunflower seeds,Seeds,36.83,66,2430.78,9438.96
2020-01-15,Seed drills,Farming Tools,34.05,84,2860.2,9438.96
2020-01-16,Potassium chloride,Fertilizers,49.45,73,3609.85,12941.9
2020-01-16,DDT,Pesticides,29.87,35,1045.45,12941.9
2020-01-16,Pea seeds,Seeds,49.22,85,4183.7,12941.9
2020-01-16,Hoe,Farming Tools,46.1,89,4102.9,12941.9
2020-01-17,Potassium chloride,Fertilizers,31.95,58,1853.1,3847.71
2020-01-17,Atrazine,Pesticides,9.37,43,402.91,3847.71
2020-01-17,Rice seeds,Seeds,14.77,44,649.88,3847.71
2020-01-17,Sprayers,Farming Tools,42.81,22,941.82,3847.71
2020-01-18,Potassium nitrate,Fertilizers,49.84,42,2093.28,3481.71
2020-01-18,Glyphosate (Roundup),Pesticides,9.1,52,473.2,3481.71
2020-01-18,Rice seeds,Seeds,34.37,19,653.03,3481.71
2020-01-18,Garden fork,Farming Tools,13.11,20,262.2,3481.71
2020-01-19,Potassium nitrate,Fertilizers,15.03,43,646.29,7468.71
2020-01-19,DDT,Pesticides,43.08,42,1809.36,7468.71
2020-01-19,Tomato seeds,Seeds,49.4,33,1630.2,7468.71
2020-01-19,Shovel,Farming Tools,43.37,78,3382.86,7468.71
2020-01-20,Triple superphosphate,Fertilizers,21.64,91,1969.24,5456.6900000000005
2020-01-20,Malathion,Pesticides,10.21,82,837.22,5456.6900000000005
2020-01-20,Lettuce seeds,Seeds,34.27,44,1507.88,5456.6900000000005
2020-01-20,Pruning shears,Farming Tools,36.85,31,1142.35,5456.6900000000005
2020-01-21,Urea,Fertilizers,25.98,86,2234.28,10338.68
2020-01-21,Carbaryl (Sevin),Pesticides,43.85,91,3990.35,10338.68
2020-01-21,Lettuce seeds,Seeds,10.35,58,600.3,10338.68
2020-01-21,Wheelbarrow,Farming Tools,46.85,75,3513.75,10338.68
2020-01-22,Calcium ammonium nitrate,Fertilizers,27.73,64,1774.72,4261.219999999999
2020-01-22,Chlorpyrifos,Pesticides,25.8,15,387.0,4261.219999999999
2020-01-22,Corn seeds,Seeds,19.42,20,388.4,4261.219999999999
2020-01-22,Fork,Farming Tools,24.1,71,1711.1,4261.219999999999
2020-01-23,Superphosphate,Fertilizers,35.35,25,883.75,9108.77
2020-01-23,Chlorpyrifos,Pesticides,17.14,98,1679.72,9108.77
2020-01-23,Soybean seeds,Seeds,24.48,79,1933.92,9108.77
2020-01-23,Cultivators,Farming Tools,47.54,97,4611.38,9108.77
2020-01-24,Superphosphate,Fertilizers,31.6,54,1706.4,8676.33
2020-01-24,Atrazine,Pesticides,34.31,96,3293.76,8676.33
2020-01-24,Tomato seeds,Seeds,26.13,13,339.69,8676.33
2020-01-24,Shovel,Farming Tools,46.34,72,3336.48,8676.33
2020-01-25,Calcium ammonium nitrate,Fertilizers,14.14,47,664.58,3579.21
2020-01-25,Pyrethroids,Pesticides,35.78,17,608.26,3579.21
2020-01-25,Wheat seeds,Seeds,35.83,19,680.77,3579.21
2020-01-25,Sprayers,Farming Tools,20.32,80,1625.6,3579.21
2020-01-26,Urea,Fertilizers,34.57,88,3042.16,7198.049999999999
2020-01-26,Malathion,Pesticides,25.98,17,441.66,7198.049999999999
2020-01-26,Wheat seeds,Seeds,37.21,83,3088.43,7198.049999999999
2020-01-26,Pruning shears,Farming Tools,22.35,28,625.8,7198.049999999999
2020-01-27,Ammonium nitrate,Fertilizers,5.01,46,230.46,1759.54
2020-01-27,Permethrin,Pesticides,22.86,27,617.22,1759.54
2020-01-27,Tomato seeds,Seeds,11.99,47,563.53,1759.54
2020-01-27,Sprayers,Farming Tools,20.49,17,348.33,1759.54
2020-01-28,Triple superphosphate,Fertilizers,42.4,14,593.6,4599.139999999999
2020-01-28,Malathion,Pesticides,14.61,56,818.16,4599.139999999999
2020-01-28,Bean seeds,Seeds,13.38,91,1217.58,4599.139999999999
2020-01-28,Pruning shears,Farming Tools,46.9,42,1969.8,4599.139999999999
2020-01-29,Urea,Fertilizers,39.4,16,630.4,5050.88
2020-01-29,Pyrethroids,Pesticides,37.95,17,645.15,5050.88
2020-01-29,Pea seeds,Seeds,39.83,26,1035.58,5050.88
2020-01-29,Fork,Farming Tools,42.15,65,2739.75,5050.88
2020-01-30,Ammonium nitrate,Fertilizers,12.7,37,469.9,2410.26
2020-01-30,Chlorpyrifos,Pesticides,17.95,46,825.7,2410.26
2020-01-30,Tomato seeds,Seeds,34.55,12,414.6,2410.26
2020-01-30,Hoe,Farming Tools,41.18,17,700.06,2410.26
2020-01-31,Urea,Fertilizers,29.9,90,2691.0,7826.84
2020-01-31,Carbaryl (Sevin),Pesticides,13.26,52,689.52,7826.84
2020-01-31,Wheat seeds,Seeds,28.31,52,1472.12,7826.84
2020-01-31,Tractors,Farming Tools,49.57,60,2974.2,7826.84
2020-02-01,Diammonium phosphate,Fertilizers,49.49,57,2820.93,6895.73
2020-02-01,Malathion,Pesticides,29.9,98,2930.2,6895.73
2020-02-01,Tomato seeds,Seeds,8.41,10,84.1,6895.73
2020-02-01,Wheelbarrow,Farming Tools,15.15,70,1060.5,6895.73
2020-02-02,Ammonium sulfate,Fertilizers,33.69,46,1549.74,5572.37
2020-02-02,Chlorpyrifos,Pesticides,30.88,41,1266.08,5572.37
2020-02-02,Wheat seeds,Seeds,26.32,68,1789.76,5572.37
2020-02-02,Hoe,Farming Tools,20.57,47,966.79,5572.37
2020-02-03,Potassium nitrate,Fertilizers,26.19,100,2619.0,6130.4400000000005
2020-02-03,Neonicotinoids,Pesticides,39.18,25,979.5,6130.4400000000005
2020-02-03,Bean seeds,Seeds,34.77,48,1668.96,6130.4400000000005
2020-02-03,Sickles,Farming Tools,22.71,38,862.98,6130.4400000000005
2020-02-04,Potassium sulfate,Fertilizers,15.83,72,1139.76,3864.5499999999997
2020-02-04,Imidacloprid,Pesticides,31.32,22,689.04,3864.5499999999997
2020-02-04,Rice seeds,Seeds,31.43,45,1414.35,3864.5499999999997
2020-02-04,Wheelbarrow,Farming Tools,47.8,13,621.4,3864.5499999999997
2020-02-05,Ammonium sulfate,Fertilizers,9.78,34,332.52,6063.53
2020-02-05,Pyrethroids,Pesticides,24.76,71,1757.96,6063.53
2020-02-05,Rice seeds,Seeds,38.88,91,3538.08,6063.53
2020-02-05,Scythe,Farming Tools,5.37,81,434.97,6063.53
2020-02-06,Superphosphate,Fertilizers,44.84,83,3721.72,6628.88
2020-02-06,Malathion,Pesticides,48.65,38,1848.7,6628.88
2020-02-06,Pea seeds,Seeds,8.15,70,570.5,6628.88
2020-02-06,Sickles,Farming Tools,44.36,11,487.96,6628.88
2020-02-07,Potassium sulfate,Fertilizers,21.68,21,455.28,5637.62
2020-02-07,Pyrethroids,Pesticides,45.47,69,3137.43,5637.62
2020-02-07,Corn seeds,Seeds,24.43,57,1392.51,5637.62
2020-02-07,Fork,Farming Tools,11.65,56,652.4,5637.62
2020-02-08,Calcium ammonium nitrate,Fertilizers,12.06,81,976.86,6540.12
2020-02-08,DDT,Pesticides,29.62,52,1540.24,6540.12
2020-02-08,Cucumber seeds,Seeds,39.98,89,3558.22,6540.12
2020-02-08,Sickles,Farming Tools,6.64,70,464.8,6540.12
2020-02-09,Triple superphosphate,Fertilizers,46.4,96,4454.4,7560.36
2020-02-09,Imidacloprid,Pesticides,25.24,53,1337.72,7560.36
2020-02-09,Soybean seeds,Seeds,25.72,10,257.2,7560.36
2020-02-09,Pruning shears,Farming Tools,31.48,48,1511.04,7560.36
2020-02-10,Triple superphosphate,Fertilizers,49.24,98,4825.52,12274.880000000001
2020-02-10,Malathion,Pesticides,42.2,89,3755.8,12274.880000000001
2020-02-10,Wheat seeds,Seeds,31.7,82,2599.4,12274.880000000001
2020-02-10,Plows,Farming Tools,11.28,97,1094.16,12274.880000000001
2020-02-11,Potassium chloride,Fertilizers,47.62,56,2666.72,6695.959999999999
2020-02-11,Malathion,Pesticides,17.62,56,986.72,6695.959999999999
2020-02-11,Pea seeds,Seeds,34.0,73,2482.0,6695.959999999999
2020-02-11,Hand weeder,Farming Tools,10.38,54,560.52,6695.959999999999
2020-02-12,Superphosphate,Fertilizers,23.6,77,1817.2,5083.8
2020-02-12,Chlorpyrifos,Pesticides,23.78,55,1307.9,5083.8
2020-02-12,Corn seeds,Seeds,13.83,90,1244.7,5083.8
2020-02-12,Trowel,Farming Tools,8.5,84,714.0,5083.8
2020-02-13,Calcium ammonium nitrate,Fertilizers,40.53,11,445.83,5688.23
2020-02-13,Atrazine,Pesticides,31.64,65,2056.6,5688.23
2020-02-13,Rice seeds,Seeds,33.13,85,2816.05,5688.23
2020-02-13,Hand cultivator,Farming Tools,14.79,25,369.75,5688.23
2020-02-14,Triple superphosphate,Fertilizers,43.66,75,3274.5,7685.719999999999
2020-02-14,Imidacloprid,Pesticides,20.56,60,1233.6,7685.719999999999
2020-02-14,Lettuce seeds,Seeds,44.5,20,890.0,7685.719999999999
2020-02-14,Shovel,Farming Tools,32.22,71,2287.62,7685.719999999999
2020-02-15,Diammonium phosphate,Fertilizers,37.74,56,2113.44,5850.01
2020-02-15,Atrazine,Pesticides,42.67,70,2986.9,5850.01
2020-02-15,Soybean seeds,Seeds,5.83,30,174.9,5850.01
2020-02-15,Wheelbarrow,Farming Tools,11.73,49,574.77,5850.01
2020-02-16,Ammonium nitrate,Fertilizers,38.05,88,3348.4,6388.42
2020-02-16,Glyphosate (Roundup),Pesticides,13.73,54,741.42,6388.42
2020-02-16,Cucumber seeds,Seeds,14.25,86,1225.5,6388.42
2020-02-16,Harrows,Farming Tools,21.9,49,1073.1,6388.42
2020-02-17,Calcium ammonium nitrate,Fertilizers,15.55,59,917.45,6326.719999999999
2020-02-17,Malathion,Pesticides,45.08,39,1758.12,6326.719999999999
2020-02-17,Soybean seeds,Seeds,30.0,99,2970.0,6326.719999999999
2020-02-17,Scythe,Farming Tools,7.17,95,681.15,6326.719999999999
2020-02-18,Potassium sulfate,Fertilizers,26.13,10,261.3,3831.05
2020-02-18,Atrazine,Pesticides,38.01,63,2394.63,3831.05
2020-02-18,Sunflower seeds,Seeds,7.49,40,299.6,3831.05
2020-02-18,Hand weeder,Farming Tools,13.68,64,875.52,3831.05
2020-02-19,Ammonium sulfate,Fertilizers,32.84,58,1904.72,3875.06
2020-02-19,Glyphosate (Roundup),Pesticides,7.59,28,212.52,3875.06
2020-02-19,Pea seeds,Seeds,20.38,23,468.74,3875.06
2020-02-19,Hand cultivator,Farming Tools,34.84,37,1289.08,3875.06
2020-02-20,Ammonium sulfate,Fertilizers,6.0,16,96.0,2748.8
2020-02-20,Pyrethroids,Pesticides,46.97,13,610.61,2748.8
2020-02-20,Wheat seeds,Seeds,9.44,89,840.16,2748.8
2020-02-20,Cultivators,Farming Tools,16.93,71,1202.03,2748.8
2020-02-21,Calcium ammonium nitrate,Fertilizers,45.9,28,1285.2,8699.84
2020-02-21,DDT,Pesticides,39.82,89,3543.98,8699.84
2020-02-21,Lettuce seeds,Seeds,38.71,57,2206.47,8699.84
2020-02-21,Tractors,Farming Tools,40.59,41,1664.19,8699.84
2020-02-22,Potassium sulfate,Fertilizers,34.04,35,1191.4,7534.49
2020-02-22,Permethrin,Pesticides,20.31,37,751.47,7534.49
2020-02-22,Bean seeds,Seeds,39.89,86,3430.54,7534.49
2020-02-22,Wheelbarrow,Farming Tools,23.49,92,2161.08,7534.49
2020-02-23,Calcium ammonium nitrate,Fertilizers,11.49,38,436.62,6261.89
2020-02-23,Imidacloprid,Pesticides,14.98,22,329.56,6261.89
2020-02-23,Sunflower seeds,Seeds,37.11,95,3525.45,6261.89
2020-02-23,Garden fork,Farming Tools,33.97,58,1970.26,6261.89
2020-02-24,Ammonium nitrate,Fertilizers,25.03,99,2477.97,5466.5199999999995
2020-02-24,Atrazine,Pesticides,14.01,99,1386.99,5466.5199999999995
2020-02-24,Rice seeds,Seeds,22.87,28,640.36,5466.5199999999995
2020-02-24,Hoe,Farming Tools,16.02,60,961.2,5466.5199999999995
2020-02-25,Ammonium sulfate,Fertilizers,37.22,41,1526.02,3403.6
2020-02-25,DDT,Pesticides,7.79,18,140.22,3403.6
2020-02-25,Cucumber seeds,Seeds,25.85,24,620.4,3403.6
2020-02-25,Hand weeder,Farming Tools,14.32,78,1116.96,3403.6
2020-02-26,Diammonium phosphate,Fertilizers,43.38,30,1301.4,7281.74
2020-02-26,Pyrethroids,Pesticides,40.62,72,2924.64,7281.74
2020-02-26,Lettuce seeds,Seeds,12.44,65,808.6,7281.74
2020-02-26,Tractors,Farming Tools,48.85,46,2247.1,7281.74
2020-02-27,Triple superphosphate,Fertilizers,5.65,43,242.95,8282.130000000001
2020-02-27,Pyrethroids,Pesticides,10.99,42,461.58,8282.130000000001
2020-02-27,Lettuce seeds,Seeds,34.05,86,2928.3,8282.130000000001
2020-02-27,Cultivators,Farming Tools,48.94,95,4649.3,8282.130000000001
2020-02-28,Diammonium phosphate,Fertilizers,35.67,99,3531.33,8290.47
2020-02-28,Neonicotinoids,Pesticides,30.57,92,2812.44,8290.47
2020-02-28,Wheat seeds,Seeds,22.35,18,402.3,8290.47
2020-02-28,Cultivators,Farming Tools,28.08,55,1544.4,8290.47
2020-02-29,Diammonium phosphate,Fertilizers,35.97,51,1834.47,3857.0
2020-02-29,Imidacloprid,Pesticides,49.28,28,1379.84,3857.0
2020-02-29,Cucumber seeds,Seeds,12.78,25,319.5,3857.0
2020-02-29,Rake,Farming Tools,5.67,57,323.19,3857.0
2020-03-01,Ammonium nitrate,Fertilizers,29.21,57,1664.97,4059.25
2020-03-01,Imidacloprid,Pesticides,20.81,53,1102.93,4059.25
2020-03-01,Soybean seeds,Seeds,8.42,87,732.54,4059.25
2020-03-01,Fork,Farming Tools,26.61,21,558.81,4059.25
2020-03-02,Potassium chloride,Fertilizers,23.14,12,277.68,1650.18
2020-03-02,Carbaryl (Sevin),Pesticides,6.7,70,469.0,1650.18
2020-03-02,Sunflower seeds,Seeds,6.25,60,375.0,1650.18
2020-03-02,Wheelbarrow,Farming Tools,21.14,25,528.5,1650.18
2020-03-03,Potassium nitrate,Fertilizers,49.71,94,4672.74,6756.2699999999995
2020-03-03,Imidacloprid,Pesticides,8.07,13,104.91,6756.2699999999995
2020-03-03,Wheat seeds,Seeds,11.1,98,1087.8,6756.2699999999995
2020-03-03,Garden fork,Farming Tools,18.18,49,890.82,6756.2699999999995
2020-03-04,Potassium nitrate,Fertilizers,15.5,12,186.0,4111.93
2020-03-04,DDT,Pesticides,16.18,83,1342.94,4111.93
2020-03-04,Bean seeds,Seeds,16.37,76,1244.12,4111.93
2020-03-04,Machete,Farming Tools,34.33,39,1338.87,4111.93
2020-03-05,Potassium nitrate,Fertilizers,16.53,63,1041.39,5126.1
2020-03-05,Neonicotinoids,Pesticides,32.15,42,1350.3,5126.1
2020-03-05,Wheat seeds,Seeds,11.64,89,1035.96,5126.1
2020-03-05,Hand weeder,Farming Tools,43.55,39,1698.45,5126.1
2020-03-06,Superphosphate,Fertilizers,45.1,31,1398.1,4155.4
2020-03-06,Neonicotinoids,Pesticides,6.93,97,672.21,4155.4
2020-03-06,Corn seeds,Seeds,15.06,74,1114.44,4155.4
2020-03-06,Shovel,Farming Tools,35.95,27,970.65,4155.4
2020-03-07,Calcium ammonium nitrate,Fertilizers,13.62,19,258.78,2753.54
2020-03-07,Malathion,Pesticides,33.89,40,1355.6,2753.54
2020-03-07,Wheat seeds,Seeds,10.75,60,645.0,2753.54
2020-03-07,Shovel,Farming Tools,8.52,58,494.16,2753.54
2020-03-08,Urea,Fertilizers,46.7,41,1914.7,6878.57
2020-03-08,Carbaryl (Sevin),Pesticides,35.33,47,1660.51,6878.57
2020-03-08,Lettuce seeds,Seeds,21.59,39,842.01,6878.57
2020-03-08,Pruning shears,Farming Tools,40.35,61,2461.35,6878.57
2020-03-09,Ammonium sulfate,Fertilizers,16.17,57,921.69,3539.84
2020-03-09,Glyphosate (Roundup),Pesticides,13.07,85,1110.95,3539.84
2020-03-09,Cucumber seeds,Seeds,24.84,39,968.76,3539.84
2020-03-09,Hoe,Farming Tools,25.64,21,538.44,3539.84
2020-03-10,Potassium chloride,Fertilizers,33.82,75,2536.5,5451.52
2020-03-10,Imidacloprid,Pesticides,36.82,34,1251.88,5451.52
2020-03-10,Cucumber seeds,Seeds,45.74,25,1143.5,5451.52
2020-03-10,Wheelbarrow,Farming Tools,11.81,44,519.64,5451.52
2020-03-11,Potassium sulfate,Fertilizers,26.27,70,1838.9,7551.360000000001
2020-03-11,Chlorpyrifos,Pesticides,37.58,94,3532.52,7551.360000000001
2020-03-11,Tomato seeds,Seeds,10.37,91,943.67,7551.360000000001
2020-03-11,Trowel,Farming Tools,42.63,29,1236.27,7551.360000000001
2020-03-12,Superphosphate,Fertilizers,23.05,90,2074.5,11151.670000000002
2020-03-12,Glyphosate (Roundup),Pesticides,5.4,74,399.6,11151.670000000002
2020-03-12,Pea seeds,Seeds,45.33,94,4261.02,11151.670000000002
2020-03-12,Tractors,Farming Tools,46.49,95,4416.55,11151.670000000002
2020-03-13,Triple superphosphate,Fertilizers,39.36,37,1456.32,6345.88
2020-03-13,Glyphosate (Roundup),Pesticides,35.19,45,1583.55,6345.88
2020-03-13,Soybean seeds,Seeds,27.79,98,2723.42,6345.88
2020-03-13,Cultivators,Farming Tools,34.27,17,582.59,6345.88
2020-03-14,Ammonium nitrate,Fertilizers,22.53,50,1126.5,5773.1
2020-03-14,DDT,Pesticides,8.27,45,372.15,5773.1
2020-03-14,Wheat seeds,Seeds,23.76,68,1615.68,5773.1
2020-03-14,Harrows,Farming Tools,27.41,97,2658.77,5773.1
2020-03-15,Ammonium nitrate,Fertilizers,7.69,92,707.48,3347.52
2020-03-15,Imidacloprid,Pesticides,44.92,25,1123.0,3347.52
2020-03-15,Cucumber seeds,Seeds,12.7,23,292.1,3347.52
2020-03-15,Machete,Farming Tools,16.78,73,1224.94,3347.52
2020-03-16,Potassium chloride,Fertilizers,8.88,60,532.8,3937.21
2020-03-16,Carbaryl (Sevin),Pesticides,22.96,45,1033.2,3937.21
2020-03-16,Bean seeds,Seeds,25.43,47,1195.21,3937.21
2020-03-16,Hoe,Farming Tools,47.04,25,1176.0,3937.21
2020-03-17,Triple superphosphate,Fertilizers,38.97,15,584.55,5878.469999999999
2020-03-17,Glyphosate (Roundup),Pesticides,26.4,12,316.8,5878.469999999999
2020-03-17,Bean seeds,Seeds,38.9,60,2334.0,5878.469999999999
2020-03-17,Trowel,Farming Tools,36.71,72,2643.12,5878.469999999999
2020-03-18,Potassium chloride,Fertilizers,28.55,92,2626.6,7932.62
2020-03-18,Glyphosate (Roundup),Pesticides,32.86,93,3055.98,7932.62
2020-03-18,Cucumber seeds,Seeds,12.34,49,604.66,7932.62
2020-03-18,Trowel,Farming Tools,24.93,66,1645.38,7932.62
2020-03-19,Potassium nitrate,Fertilizers,35.31,71,2507.01,7330.52
2020-03-19,Carbaryl (Sevin),Pesticides,29.07,75,2180.25,7330.52
2020-03-19,Wheat seeds,Seeds,16.37,96,1571.52,7330.52
2020-03-19,Shovel,Farming Tools,26.14,41,1071.74,7330.52
2020-03-20,Potassium sulfate,Fertilizers,17.19,81,1392.39,8104.820000000001
2020-03-20,Imidacloprid,Pesticides,39.79,79,3143.41,8104.820000000001
2020-03-20,Wheat seeds,Seeds,36.74,85,3122.9,8104.820000000001
2020-03-20,Tractors,Farming Tools,23.48,19,446.12,8104.820000000001
2020-03-21,Diammonium phosphate,Fertilizers,32.6,65,2119.0,6966.31
2020-03-21,Atrazine,Pesticides,36.68,44,1613.92,6966.31
2020-03-21,Corn seeds,Seeds,40.58,49,1988.42,6966.31
2020-03-21,Machete,Farming Tools,23.49,53,1244.97,6966.31
2020-03-22,Potassium nitrate,Fertilizers,39.81,56,2229.36,3549.8500000000004
2020-03-22,DDT,Pesticides,6.55,23,150.65,3549.8500000000004
2020-03-22,Rice seeds,Seeds,26.11,16,417.76,3549.8500000000004
2020-03-22,Seed drills,Farming Tools,44.24,17,752.08,3549.8500000000004
2020-03-23,Ammonium sulfate,Fertilizers,49.42,21,1037.82,6863.8099999999995
2020-03-23,DDT,Pesticides,42.59,41,1746.19,6863.8099999999995
2020-03-23,Corn seeds,Seeds,36.71,86,3157.06,6863.8099999999995
